Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"callTestCase(findTestCase(""T13 Pembelian, Shipment dan Pembayaran/LU-001""), [""username"":""irfanafandi"", ""password"":""12345irfan""], STOP_ON_FAILURE)",Edge Chromium 117,,,2023-10-05 10:45:21,2023-10-05 10:45:35,13.355s,PASSED
"mouseOver(findTestObject(""beli barang/i_Mulai Belanja_icon-menu""))",Edge Chromium 117,,,2023-10-05 10:45:35,2023-10-05 10:45:35,0.601s,PASSED
"click(findTestObject(""beli barang/a_Fashion  Busana Wanita""))",Edge Chromium 117,,,2023-10-05 10:45:35,2023-10-05 10:45:37,1.249s,PASSED
"NamaSebelum = getText(findTestObject(""verifikasi/Nama sebelum""))",Edge Chromium 117,,,2023-10-05 10:45:37,2023-10-05 10:45:37,0.646s,PASSED
"HargaSebelum = getText(findTestObject(""verifikasi/Harga sebelum""))",Edge Chromium 117,,,2023-10-05 10:45:37,2023-10-05 10:45:38,0.418s,PASSED
"mouseOver(findTestObject(""beli barang/barang mouse over""))",Edge Chromium 117,,,2023-10-05 10:45:38,2023-10-05 10:45:39,0.751s,PASSED
"click(findTestObject(""beli barang/buttom add to cart""))",Edge Chromium 117,,,2023-10-05 10:45:39,2023-10-05 10:45:40,1.365s,PASSED
"NamaSesudah = getText(findTestObject(""verifikasi/Nama sesudah""))",Edge Chromium 117,,,2023-10-05 10:45:40,2023-10-05 10:45:40,0.577s,PASSED
"HargaSesudah = getText(findTestObject(""verifikasi/Harga sesudah""))",Edge Chromium 117,,,2023-10-05 10:45:40,2023-10-05 10:45:41,0.384s,PASSED
assert NamaSesudah.contains(NamaSebelum),Edge Chromium 117,,,2023-10-05 10:45:41,2023-10-05 10:45:41,0.002s,PASSED
assert HargaSesudah.contains(HargaSebelum),Edge Chromium 117,,,2023-10-05 10:45:41,2023-10-05 10:45:41,0.001s,PASSED
"click(findTestObject(""beli barang/Tambah Keranjang busana wanita""))",Edge Chromium 117,,,2023-10-05 10:45:41,2023-10-05 10:45:41,0.488s,PASSED
"verifyElementPresent(findTestObject(""checkout/Notifikasi keranjang""), 1)",Edge Chromium 117,,,2023-10-05 10:45:41,2023-10-05 10:45:42,0.938s,PASSED
data = new java.util.HashMap(),Edge Chromium 117,,,2023-10-05 10:45:42,2023-10-05 10:45:42,0.001s,PASSED
"data.put(""nama_barang"", NamaSesudah)",Edge Chromium 117,,,2023-10-05 10:45:42,2023-10-05 10:45:42,0.001s,PASSED
"data.put(""price_barang"", HargaSesudah)",Edge Chromium 117,,,2023-10-05 10:45:42,2023-10-05 10:45:42,0.000s,PASSED
return data,Edge Chromium 117,,,2023-10-05 10:45:42,2023-10-05 10:45:42,0.001s,PASSED
,,,,,,,
"Test Cases/T13 Pembelian, Shipment dan Pembayaran/PBL-002",Edge Chromium 117,"User dapat mengakses halaman keranjang setelah ""tambahkan ke troli"" 1 produk",,2023-10-05 10:45:42,2023-10-05 10:46:11,28.552s,PASSED
"data = callTestCase(findTestCase(""T13 Pembelian, Shipment dan Pembayaran/PBL-001""), [:], STOP_ON_FAILURE)",Edge Chromium 117,,,2023-10-05 10:45:43,2023-10-05 10:46:04,21.193s,PASSED
"mouseOver(findTestObject(""beli barang/keranjang""))",Edge Chromium 117,,,2023-10-05 10:46:04,2023-10-05 10:46:04,0.527s,PASSED
"click(findTestObject(""beli barang/Lihat Sekarang""))",Edge Chromium 117,,,2023-10-05 10:46:04,2023-10-05 10:46:05,0.982s,PASSED
"verifyElementPresent(findTestObject(""keranjang/li_Keranjang Belanja""), 0)",Edge Chromium 117,,,2023-10-05 10:46:05,2023-10-05 10:46:07,1.365s,PASSED
"NamaKeranjang = getText(findTestObject(""verifikasi/Nama keranjang""))",Edge Chromium 117,,,2023-10-05 10:46:07,2023-10-05 10:46:07,0.432s,PASSED
"HargaKeranjang = getText(findTestObject(""verifikasi/Harga Keranjang""))",Edge Chromium 117,,,2023-10-05 10:46:07,2023-10-05 10:46:08,0.377s,PASSED
"if (toString().equalsIgnoreCase(""Merah""))",Edge Chromium 117,,,2023-10-05 10:46:08,2023-10-05 10:46:08,0.485s,PASSED
"if (toString().equalsIgnoreCase(""Menengah""))",Edge Chromium 117,,,2023-10-05 10:46:08,2023-10-05 10:46:09,0.464s,PASSED
"data.put(""Warna"", warna)",Edge Chromium 117,,,2023-10-05 10:46:09,2023-10-05 10:46:09,0.001s,PASSED
"data.put(""Ukuran"", ukuran)",Edge Chromium 117,,,2023-10-05 10:46:09,2023-10-05 10:46:09,0.000s,PASSED
"click(findTestObject(""keranjang/button_Lanjut ke Pembayaran""))",Edge Chromium 117,,,2023-10-05 10:46:09,2023-10-05 10:46:10,1.523s,PASSED
"verifyElementPresent(findTestObject(""checkout/Tittle Checkout Order""), 0)",Edge Chromium 117,,,2023-10-05 10:46:10,2023-10-05 10:46:11,0.725s,PASSED
"name_product = data.get(""nama_barang"")",Edge Chromium 117,,,2023-10-05 10:46:11,2023-10-05 10:46:11,0.001s,PASSED
"price_product = data.get(""price_barang"")",Edge Chromium 117,,,2023-10-05 10:46:11,2023-10-05 10:46:11,0.000s,PASSED
assert name_product == NamaKeranjang,Edge Chromium 117,,,2023-10-05 10:46:11,2023-10-05 10:46:11,0.000s,PASSED
assert price_product == HargaKeranjang,Edge Chromium 117,,,2023-10-05 10:46:11,2023-10-05 10:46:11,0.000s,PASSED
return data,Edge Chromium 117,,,2023-10-05 10:46:11,2023-10-05 10:46:11,0.001s,PASSED
,,,,,,,
"Test Cases/T13 Pembelian, Shipment dan Pembayaran/PBL-003",Edge Chromium 117,User tidak pilih warna dan ukuran pada produk yang dibeli,,2023-10-05 10:46:11,2023-10-05 10:46:42,30.836s,FAILED
"data = callTestCase(findTestCase(""T13 Pembelian, Shipment dan Pembayaran/PBL-001""), [:], STOP_ON_FAILURE)",Edge Chromium 117,,,2023-10-05 10:46:11,2023-10-05 10:46:32,21.163s,PASSED
"mouseOver(findTestObject(""beli barang/keranjang""))",Edge Chromium 117,,,2023-10-05 10:46:32,2023-10-05 10:46:33,0.524s,PASSED
"click(findTestObject(""beli barang/Lihat Sekarang""))",Edge Chromium 117,,,2023-10-05 10:46:33,2023-10-05 10:46:34,0.982s,PASSED
"verifyElementPresent(findTestObject(""keranjang/li_Keranjang Belanja""), 0)",Edge Chromium 117,,,2023-10-05 10:46:34,2023-10-05 10:46:35,1.316s,PASSED
"click(findTestObject(""keranjang/button_Lanjut ke Pembayaran""))",Edge Chromium 117,,,2023-10-05 10:46:35,2023-10-05 10:46:37,1.507s,PASSED
"mouseOver(findTestObject(""beli barang/keranjang""))",Edge Chromium 117,,,2023-10-05 10:46:37,2023-10-05 10:46:38,0.921s,PASSED
"click(findTestObject(""hapus barang/buttom x""))",Edge Chromium 117,,,2023-10-05 10:46:38,2023-10-05 10:46:38,0.516s,PASSED
"click(findTestObject(""hapus barang/button_Hapus Barang""))",Edge Chromium 117,,,2023-10-05 10:46:38,2023-10-05 10:46:39,0.778s,PASSED
"verifyTextPresent(""Silakan pilih warna dan ukuran produk"", false)",Edge Chromium 117,,,2023-10-05 10:46:39,2023-10-05 10:46:42,2.732s,FAILED
,,,,,,,
"Test Cases/T13 Pembelian, Shipment dan Pembayaran/PBL-004",Edge Chromium 117,User melakukan Checkout menggunakan metode pembayaran Transfer Bank,,2023-10-05 10:46:42,2023-10-05 10:47:25,43.270s,PASSED
"data = callTestCase(findTestCase(""T13 Pembelian, Shipment dan Pembayaran/PBL-002""), [:], STOP_ON_FAILURE)",Edge Chromium 117,,,2023-10-05 10:46:42,2023-10-05 10:47:10,27.460s,PASSED
"warnaa = getText(findTestObject(""verifikasi/warna Merah""))",Edge Chromium 117,,,2023-10-05 10:47:10,2023-10-05 10:47:10,0.551s,PASSED
"ukurann = getText(findTestObject(""verifikasi/Ukuran Menengah""))",Edge Chromium 117,,,2023-10-05 10:47:10,2023-10-05 10:47:11,0.408s,PASSED
"warna1 = data.get(""Warna"")",Edge Chromium 117,,,2023-10-05 10:47:11,2023-10-05 10:47:11,0.001s,PASSED
"ukuran1 = data.get(""Ukuran"")",Edge Chromium 117,,,2023-10-05 10:47:11,2023-10-05 10:47:11,0.000s,PASSED
assert warnaa == warna1,Edge Chromium 117,,,2023-10-05 10:47:11,2023-10-05 10:47:11,0.000s,PASSED
assert ukurann == ukuran1,Edge Chromium 117,,,2023-10-05 10:47:11,2023-10-05 10:47:11,0.001s,PASSED
"NamaCheckout = getText(findTestObject(""verifikasi/NamaCheckout""))",Edge Chromium 117,,,2023-10-05 10:47:11,2023-10-05 10:47:11,0.348s,PASSED
"HargaCheckout = getText(findTestObject(""verifikasi/HargaCheckout""))",Edge Chromium 117,,,2023-10-05 10:47:11,2023-10-05 10:47:12,0.382s,PASSED
"name_product = data.get(""nama_barang"")",Edge Chromium 117,,,2023-10-05 10:47:12,2023-10-05 10:47:12,0.000s,PASSED
"price_product = data.get(""price_barang"")",Edge Chromium 117,,,2023-10-05 10:47:12,2023-10-05 10:47:12,0.000s,PASSED
assert name_product.contains(NamaCheckout),Edge Chromium 117,,,2023-10-05 10:47:12,2023-10-05 10:47:12,0.000s,PASSED
assert price_product.contains(HargaCheckout),Edge Chromium 117,,,2023-10-05 10:47:12,2023-10-05 10:47:12,0.000s,PASSED
"selectOptionByLabel(findTestObject(""checkout/select - Kirim via Kurir Lokal""), Kurir, false)",Edge Chromium 117,,,2023-10-05 10:47:12,2023-10-05 10:47:12,0.781s,PASSED
"click(findTestObject(""checkout/Kendaraan Kurir""))",Edge Chromium 117,,,2023-10-05 10:47:12,2023-10-05 10:47:13,0.813s,PASSED
"OngkosKirim = getText(findTestObject(""Object Repository/verifikasi/Ongkos Kirim checkout""))",Edge Chromium 117,,,2023-10-05 10:47:13,2023-10-05 10:47:14,0.522s,PASSED
"Ongkos = OngkosKirim.substring(3, OngkosKirim.size())",Edge Chromium 117,,,2023-10-05 10:47:14,2023-10-05 10:47:14,0.002s,PASSED
"rep = Ongkos.replace("","", ""."")",Edge Chromium 117,,,2023-10-05 10:47:14,2023-10-05 10:47:14,0.001s,PASSED
Ongkos_kirim = Double.parseDouble(rep),Edge Chromium 117,,,2023-10-05 10:47:14,2023-10-05 10:47:14,0.007s,PASSED
println(Ongkos_kirim),Edge Chromium 117,,,2023-10-05 10:47:14,2023-10-05 10:47:14,0.002s,PASSED
"FeeAdmin = getText(findTestObject(""verifikasi/Fee Admin checkout""))",Edge Chromium 117,,,2023-10-05 10:47:14,2023-10-05 10:47:14,0.381s,PASSED
"Fee_Admin = FeeAdmin.substring(12, FeeAdmin.size())",Edge Chromium 117,,,2023-10-05 10:47:14,2023-10-05 10:47:14,0.001s,PASSED
"fee = Fee_Admin.replace("","", ""."")",Edge Chromium 117,,,2023-10-05 10:47:14,2023-10-05 10:47:14,0.000s,PASSED
fee_admin = Double.parseDouble(fee),Edge Chromium 117,,,2023-10-05 10:47:14,2023-10-05 10:47:14,0.000s,PASSED
println(fee_admin),Edge Chromium 117,,,2023-10-05 10:47:14,2023-10-05 10:47:14,0.001s,PASSED
"Subtotal = getText(findTestObject(""verifikasi/subtotal checkout""))",Edge Chromium 117,,,2023-10-05 10:47:14,2023-10-05 10:47:14,0.469s,PASSED
"sub_total = Subtotal.substring(12, Subtotal.size())",Edge Chromium 117,,,2023-10-05 10:47:14,2023-10-05 10:47:14,0.000s,PASSED
"sub = sub_total.replace("","", ""."")",Edge Chromium 117,,,2023-10-05 10:47:14,2023-10-05 10:47:14,0.000s,PASSED
sub_total = Double.parseDouble(sub),Edge Chromium 117,,,2023-10-05 10:47:14,2023-10-05 10:47:14,0.000s,PASSED
println(sub_total),Edge Chromium 117,,,2023-10-05 10:47:14,2023-10-05 10:47:14,0.001s,PASSED
"Total = getText(findTestObject(""verifikasi/Total checkout""))",Edge Chromium 117,,,2023-10-05 10:47:14,2023-10-05 10:47:15,0.396s,PASSED
"totall = Total.substring(3, Total.size())",Edge Chromium 117,,,2023-10-05 10:47:15,2023-10-05 10:47:15,0.000s,PASSED
"total = totall.replace("","", ""."")",Edge Chromium 117,,,2023-10-05 10:47:15,2023-10-05 10:47:15,0.000s,PASSED
totall = Double.parseDouble(total),Edge Chromium 117,,,2023-10-05 10:47:15,2023-10-05 10:47:15,0.000s,PASSED
println(totall),Edge Chromium 117,,,2023-10-05 10:47:15,2023-10-05 10:47:15,0.000s,PASSED
Total_Harga = Ongkos_kirim + fee_admin + sub_total,Edge Chromium 117,,,2023-10-05 10:47:15,2023-10-05 10:47:15,0.001s,PASSED
println(Total_Harga),Edge Chromium 117,,,2023-10-05 10:47:15,2023-10-05 10:47:15,0.001s,PASSED
TotalHarga = Math.round(Total_Harga * 1000) / 1000,Edge Chromium 117,,,2023-10-05 10:47:15,2023-10-05 10:47:15,0.014s,PASSED
println(TotalHarga),Edge Chromium 117,,,2023-10-05 10:47:15,2023-10-05 10:47:15,0.000s,PASSED
assert totall == TotalHarga,Edge Chromium 117,,,2023-10-05 10:47:15,2023-10-05 10:47:15,0.001s,PASSED
"click(findTestObject(""verifikasi/Metode Transfer""))",Edge Chromium 117,,,2023-10-05 10:47:15,2023-10-05 10:47:15,0.410s,PASSED
"click(findTestObject(""checkout/button_Proses Pembayaran""))",Edge Chromium 117,,,2023-10-05 10:47:15,2023-10-05 10:47:24,8.853s,PASSED
"verifyElementPresent(findTestObject(""pembayaran/Tittle nomor invoice""), 0)",Edge Chromium 117,,,2023-10-05 10:47:24,2023-10-05 10:47:25,0.754s,PASSED
return data,Edge Chromium 117,,,2023-10-05 10:47:25,2023-10-05 10:47:25,0.000s,PASSED
,,,,,,,
"Test Cases/T13 Pembelian, Shipment dan Pembayaran/PBL-005",Edge Chromium 117,User melakukan Checkout 1 barang menggunakan metode pembayaran Saldo Akun,,2023-10-05 10:47:25,2023-10-05 10:48:08,42.641s,PASSED
"data = callTestCase(findTestCase(""T13 Pembelian, Shipment dan Pembayaran/PBL-002""), [:], STOP_ON_FAILURE)",Edge Chromium 117,,,2023-10-05 10:47:26,2023-10-05 10:47:53,26.969s,PASSED
"warnaa = getText(findTestObject(""verifikasi/warna Merah""))",Edge Chromium 117,,,2023-10-05 10:47:53,2023-10-05 10:47:53,0.368s,PASSED
"ukurann = getText(findTestObject(""verifikasi/Ukuran Menengah""))",Edge Chromium 117,,,2023-10-05 10:47:53,2023-10-05 10:47:53,0.508s,PASSED
"warna1 = data.get(""Warna"")",Edge Chromium 117,,,2023-10-05 10:47:53,2023-10-05 10:47:53,0.000s,PASSED
"ukuran1 = data.get(""Ukuran"")",Edge Chromium 117,,,2023-10-05 10:47:53,2023-10-05 10:47:53,0.000s,PASSED
assert warnaa == warna1,Edge Chromium 117,,,2023-10-05 10:47:53,2023-10-05 10:47:53,0.001s,PASSED
assert ukurann == ukuran1,Edge Chromium 117,,,2023-10-05 10:47:53,2023-10-05 10:47:53,0.000s,PASSED
"NamaCheckout = getText(findTestObject(""verifikasi/NamaCheckout""))",Edge Chromium 117,,,2023-10-05 10:47:53,2023-10-05 10:47:54,0.413s,PASSED
"HargaCheckout = getText(findTestObject(""verifikasi/HargaCheckout""))",Edge Chromium 117,,,2023-10-05 10:47:54,2023-10-05 10:47:54,0.404s,PASSED
"name_product = data.get(""nama_barang"")",Edge Chromium 117,,,2023-10-05 10:47:54,2023-10-05 10:47:54,0.000s,PASSED
"price_product = data.get(""price_barang"")",Edge Chromium 117,,,2023-10-05 10:47:54,2023-10-05 10:47:54,0.000s,PASSED
assert name_product.contains(NamaCheckout),Edge Chromium 117,,,2023-10-05 10:47:54,2023-10-05 10:47:54,0.000s,PASSED
assert price_product.contains(HargaCheckout),Edge Chromium 117,,,2023-10-05 10:47:54,2023-10-05 10:47:54,0.000s,PASSED
"selectOptionByLabel(findTestObject(""checkout/select - Kirim via Kurir Lokal""), Kurir, false)",Edge Chromium 117,,,2023-10-05 10:47:54,2023-10-05 10:47:55,0.740s,PASSED
"click(findTestObject(""checkout/Kendaraan Kurir""))",Edge Chromium 117,,,2023-10-05 10:47:55,2023-10-05 10:47:56,0.800s,PASSED
"OngkosKirim = getText(findTestObject(""Object Repository/verifikasi/Ongkos Kirim checkout""))",Edge Chromium 117,,,2023-10-05 10:47:56,2023-10-05 10:47:56,0.527s,PASSED
"Ongkos = OngkosKirim.substring(3, OngkosKirim.size())",Edge Chromium 117,,,2023-10-05 10:47:56,2023-10-05 10:47:56,0.000s,PASSED
"rep = Ongkos.replace("","", ""."")",Edge Chromium 117,,,2023-10-05 10:47:56,2023-10-05 10:47:56,0.000s,PASSED
Ongkos_kirim = Double.parseDouble(rep),Edge Chromium 117,,,2023-10-05 10:47:56,2023-10-05 10:47:56,0.000s,PASSED
println(Ongkos_kirim),Edge Chromium 117,,,2023-10-05 10:47:56,2023-10-05 10:47:56,0.000s,PASSED
"FeeAdmin = getText(findTestObject(""verifikasi/Fee Admin checkout""))",Edge Chromium 117,,,2023-10-05 10:47:56,2023-10-05 10:47:57,0.420s,PASSED
"Fee_Admin = FeeAdmin.substring(12, FeeAdmin.size())",Edge Chromium 117,,,2023-10-05 10:47:57,2023-10-05 10:47:57,0.000s,PASSED
"fee = Fee_Admin.replace("","", ""."")",Edge Chromium 117,,,2023-10-05 10:47:57,2023-10-05 10:47:57,0.000s,PASSED
fee_admin = Double.parseDouble(fee),Edge Chromium 117,,,2023-10-05 10:47:57,2023-10-05 10:47:57,0.001s,PASSED
println(fee_admin),Edge Chromium 117,,,2023-10-05 10:47:57,2023-10-05 10:47:57,0.000s,PASSED
"Subtotal = getText(findTestObject(""verifikasi/subtotal checkout""))",Edge Chromium 117,,,2023-10-05 10:47:57,2023-10-05 10:47:57,0.517s,PASSED
"sub_total = Subtotal.substring(12, Subtotal.size())",Edge Chromium 117,,,2023-10-05 10:47:57,2023-10-05 10:47:57,0.000s,PASSED
"sub = sub_total.replace("","", ""."")",Edge Chromium 117,,,2023-10-05 10:47:57,2023-10-05 10:47:57,0.000s,PASSED
sub_total = Double.parseDouble(sub),Edge Chromium 117,,,2023-10-05 10:47:57,2023-10-05 10:47:57,0.000s,PASSED
println(sub_total),Edge Chromium 117,,,2023-10-05 10:47:57,2023-10-05 10:47:57,0.000s,PASSED
"Total = getText(findTestObject(""verifikasi/Total checkout""))",Edge Chromium 117,,,2023-10-05 10:47:57,2023-10-05 10:47:58,0.329s,PASSED
"totall = Total.substring(3, Total.size())",Edge Chromium 117,,,2023-10-05 10:47:58,2023-10-05 10:47:58,0.000s,PASSED
"total = totall.replace("","", ""."")",Edge Chromium 117,,,2023-10-05 10:47:58,2023-10-05 10:47:58,0.000s,PASSED
totall = Double.parseDouble(total),Edge Chromium 117,,,2023-10-05 10:47:58,2023-10-05 10:47:58,0.000s,PASSED
println(totall),Edge Chromium 117,,,2023-10-05 10:47:58,2023-10-05 10:47:58,0.000s,PASSED
Total_Harga = Ongkos_kirim + fee_admin + sub_total,Edge Chromium 117,,,2023-10-05 10:47:58,2023-10-05 10:47:58,0.001s,PASSED
println(Total_Harga),Edge Chromium 117,,,2023-10-05 10:47:58,2023-10-05 10:47:58,0.000s,PASSED
TotalHarga = Math.round(Total_Harga * 1000) / 1000,Edge Chromium 117,,,2023-10-05 10:47:58,2023-10-05 10:47:58,0.000s,PASSED
println(TotalHarga),Edge Chromium 117,,,2023-10-05 10:47:58,2023-10-05 10:47:58,0.000s,PASSED
assert totall == TotalHarga,Edge Chromium 117,,,2023-10-05 10:47:58,2023-10-05 10:47:58,0.000s,PASSED
"click(findTestObject(""Object Repository/checkout/metode pembayaran""))",Edge Chromium 117,,,2023-10-05 10:47:58,2023-10-05 10:47:58,0.438s,PASSED
"click(findTestObject(""checkout/button_Proses Pembayaran""))",Edge Chromium 117,,,2023-10-05 10:47:58,2023-10-05 10:48:07,8.812s,PASSED
"verifyElementPresent(findTestObject(""pembayaran/Tittle nomor invoice""), 0)",Edge Chromium 117,,,2023-10-05 10:48:07,2023-10-05 10:48:08,0.731s,PASSED
return data,Edge Chromium 117,,,2023-10-05 10:48:08,2023-10-05 10:48:08,0.000s,PASSED
,,,,,,,
"Test Cases/T13 Pembelian, Shipment dan Pembayaran/PBL-006",Edge Chromium 117,User mengosongkan nama jalan pada kolom alamat kirim pada proses checkout order,,2023-10-05 10:48:08,2023-10-05 10:48:45,37.424s,PASSED
"data = callTestCase(findTestCase(""T13 Pembelian, Shipment dan Pembayaran/PBL-002""), [:], STOP_ON_FAILURE)",Edge Chromium 117,,,2023-10-05 10:48:08,2023-10-05 10:48:36,27.955s,PASSED
"clearText(findTestObject(""checkout/input_Alamat Kirim""))",Edge Chromium 117,,,2023-10-05 10:48:36,2023-10-05 10:48:37,0.489s,PASSED
"warnaa = getText(findTestObject(""verifikasi/warna Merah""))",Edge Chromium 117,,,2023-10-05 10:48:37,2023-10-05 10:48:37,0.399s,PASSED
"ukurann = getText(findTestObject(""verifikasi/Ukuran Menengah""))",Edge Chromium 117,,,2023-10-05 10:48:37,2023-10-05 10:48:38,0.389s,PASSED
"warna1 = data.get(""Warna"")",Edge Chromium 117,,,2023-10-05 10:48:38,2023-10-05 10:48:38,0.000s,PASSED
"ukuran1 = data.get(""Ukuran"")",Edge Chromium 117,,,2023-10-05 10:48:38,2023-10-05 10:48:38,0.000s,PASSED
assert warnaa == warna1,Edge Chromium 117,,,2023-10-05 10:48:38,2023-10-05 10:48:38,0.001s,PASSED
assert ukurann == ukuran1,Edge Chromium 117,,,2023-10-05 10:48:38,2023-10-05 10:48:38,0.000s,PASSED
"NamaCheckout = getText(findTestObject(""verifikasi/NamaCheckout""))",Edge Chromium 117,,,2023-10-05 10:48:38,2023-10-05 10:48:38,0.400s,PASSED
"HargaCheckout = getText(findTestObject(""verifikasi/HargaCheckout""))",Edge Chromium 117,,,2023-10-05 10:48:38,2023-10-05 10:48:38,0.405s,PASSED
"name_product = data.get(""nama_barang"")",Edge Chromium 117,,,2023-10-05 10:48:38,2023-10-05 10:48:38,0.000s,PASSED
"price_product = data.get(""price_barang"")",Edge Chromium 117,,,2023-10-05 10:48:38,2023-10-05 10:48:38,0.001s,PASSED
assert name_product.contains(NamaCheckout),Edge Chromium 117,,,2023-10-05 10:48:38,2023-10-05 10:48:38,0.000s,PASSED
assert price_product.contains(HargaCheckout),Edge Chromium 117,,,2023-10-05 10:48:38,2023-10-05 10:48:38,0.000s,PASSED
"selectOptionByLabel(findTestObject(""checkout/select - Kirim via Kurir Lokal""), Kurir, false)",Edge Chromium 117,,,2023-10-05 10:48:38,2023-10-05 10:48:39,0.797s,PASSED
"click(findTestObject(""checkout/Kendaraan Kurir""))",Edge Chromium 117,,,2023-10-05 10:48:39,2023-10-05 10:48:40,0.877s,PASSED
"OngkosKirim = getText(findTestObject(""Object Repository/verifikasi/Ongkos Kirim checkout""))",Edge Chromium 117,,,2023-10-05 10:48:40,2023-10-05 10:48:41,0.877s,PASSED
"Ongkos = OngkosKirim.substring(3, OngkosKirim.size())",Edge Chromium 117,,,2023-10-05 10:48:41,2023-10-05 10:48:41,0.000s,PASSED
"rep = Ongkos.replace("","", ""."")",Edge Chromium 117,,,2023-10-05 10:48:41,2023-10-05 10:48:41,0.001s,PASSED
Ongkos_kirim = Double.parseDouble(rep),Edge Chromium 117,,,2023-10-05 10:48:41,2023-10-05 10:48:41,0.000s,PASSED
println(Ongkos_kirim),Edge Chromium 117,,,2023-10-05 10:48:41,2023-10-05 10:48:41,0.000s,PASSED
"FeeAdmin = getText(findTestObject(""verifikasi/Fee Admin checkout""))",Edge Chromium 117,,,2023-10-05 10:48:41,2023-10-05 10:48:41,0.395s,PASSED
"Fee_Admin = FeeAdmin.substring(12, FeeAdmin.size())",Edge Chromium 117,,,2023-10-05 10:48:41,2023-10-05 10:48:41,0.000s,PASSED
"fee = Fee_Admin.replace("","", ""."")",Edge Chromium 117,,,2023-10-05 10:48:41,2023-10-05 10:48:41,0.000s,PASSED
fee_admin = Double.parseDouble(fee),Edge Chromium 117,,,2023-10-05 10:48:41,2023-10-05 10:48:41,0.000s,PASSED
println(fee_admin),Edge Chromium 117,,,2023-10-05 10:48:41,2023-10-05 10:48:41,0.000s,PASSED
"Subtotal = getText(findTestObject(""verifikasi/subtotal checkout""))",Edge Chromium 117,,,2023-10-05 10:48:41,2023-10-05 10:48:42,0.418s,PASSED
"sub_total = Subtotal.substring(12, Subtotal.size())",Edge Chromium 117,,,2023-10-05 10:48:42,2023-10-05 10:48:42,0.000s,PASSED
"sub = sub_total.replace("","", ""."")",Edge Chromium 117,,,2023-10-05 10:48:42,2023-10-05 10:48:42,0.000s,PASSED
sub_total = Double.parseDouble(sub),Edge Chromium 117,,,2023-10-05 10:48:42,2023-10-05 10:48:42,0.000s,PASSED
println(sub_total),Edge Chromium 117,,,2023-10-05 10:48:42,2023-10-05 10:48:42,0.000s,PASSED
"Total = getText(findTestObject(""verifikasi/Total checkout""))",Edge Chromium 117,,,2023-10-05 10:48:42,2023-10-05 10:48:42,0.400s,PASSED
"totall = Total.substring(3, Total.size())",Edge Chromium 117,,,2023-10-05 10:48:42,2023-10-05 10:48:42,0.001s,PASSED
"total = totall.replace("","", ""."")",Edge Chromium 117,,,2023-10-05 10:48:42,2023-10-05 10:48:42,0.000s,PASSED
totall = Double.parseDouble(total),Edge Chromium 117,,,2023-10-05 10:48:42,2023-10-05 10:48:42,0.000s,PASSED
println(totall),Edge Chromium 117,,,2023-10-05 10:48:42,2023-10-05 10:48:42,0.001s,PASSED
Total_Harga = Ongkos_kirim + fee_admin + sub_total,Edge Chromium 117,,,2023-10-05 10:48:42,2023-10-05 10:48:42,0.000s,PASSED
